contract_id,churn_sn,duracao,ciclo,qtd_atendimentos,tme_recepcao_medio,tme_preconsulta_medio,tme_consulta_medio,tme_total_medio,tma_recepcao_medio,tma_preconsulta_medio,tma_consulta_medio,tma_posconsulta_medio,tm_total_medio,espera_senha_ate_consulta_medio,qtd_com_tme_rec,qtd_com_tme_pre,qtd_com_tme_con,qtd_com_stamps
006dcf40-c95e-11ef-bb36-0b9f30dc20a3-1,S,12,1o,11,203,219,2130,2320,82,26,823,287,3209,2386,7,3,11,11
006e73a0-54bf-11ef-854b-2f4dad3d5797-1,S,12,1o,2,161,852,1349,1936,32,299,704,197,2820,2117,2,1,2,2
006f3830-ede4-11ef-968a-653e7a637811-1,N,12,1o,5,92,276,1115,1226,159,8,390,88,1713,1323,3,1,5,5
006fef00-0eb1-11ee-8d7b-e1ed0bc0faa1-4,N,6,2o+,5,611,44,2764,3384,141,13,460,371,3987,3527,5,1,5,5
00704e70-bc5b-11ee-b0b2-878a730ed936-2,S,12,2o+,7,153,1327,954,1421,106,295,214,249,1779,1565,4,2,7,7
00706010-8fb2-11ef-b6ac-bd9a3446e468-1,S,12,1o,8,494,,4066,3296,107,,192,7,1882,4284,4,0,6,8
0070c080-b010-11f0-bdaa-35cad958891a-1,N,6,1o,1,73,,277,350,91,,419,,860,441,1,0,1,1
0070cae0-fdb3-11ef-9377-37cbc323aeb8-1,S,12,1o,11,289,64,703,878,101,10,669,30,1605,936,6,3,11,11
0070dd10-b90f-11f0-b891-69461b8be27a-1,N,6,1o,6,298,1529,2443,3201,1127,379,554,145,5007,4454,5,2,6,6
00714fe0-3bff-11ef-9e8e-834e0cf8f3b9-1,S,12,1o,5,432,,1530,1617,49,,246,370,1873,1627,1,0,5,5
007155c0-97f3-11f0-9cf4-fbc320b02ebf-1,N,6,1o,4,113,,1546,1658,74,,886,,2618,1732,4,0,4,4
00715f60-68d8-11f0-b2bf-a1d3876d5aa4-1,N,6,1o,3,560,,1168,1728,171,,648,133,2547,1899,3,0,3,3
0071c5f0-9ecb-11ee-b77b-13f5260517fb-3,S,6,2o+,3,157,9,2269,2324,124,10,667,201,3060,2393,1,1,3,3
0071ca50-09fc-11ee-8805-9fbb4804a614-2,S,12,2o+,4,152,3706,1829,2869,79,1209,352,362,3583,3231,3,1,4,4
00732fb0-924d-11ee-9f02-9d70c8b5e4c0-2,N,12,2o+,1,436,146,594,1176,56,88,566,,1886,1320,1,1,1,1
00738cc0-0a0d-11ef-a9cb-3dee02b87159-3,N,6,2o+,3,126,816,1046,1716,155,63,599,43,2511,1912,3,2,3,3
00738cc0-0a0d-11ef-a9cb-3dee02b87159-4,N,6,2o+,1,15,,3046,3061,56,,360,,3477,3117,1,0,1,1
00746770-1aca-11f0-a4a1-73149e5b9ae0-1,N,12,1o,1,,,,0,,,4403,,4403,,0,0,0,1
0074fed0-0fb5-11f0-b9de-fd0ddc354e29-1,N,12,1o,5,155,176,1630,1789,63,112,316,198,2178,1862,4,1,5,5
00751880-6ed8-11ef-941e-299b0db56712-2,S,6,2o+,5,187,236,1071,1231,101,95,1296,140,2606,1310,3,1,5,5
00757ea0-81b1-11f0-ad53-57c3f1696e2d-1,S,6,1o,4,312,120,3039,3381,175,230,327,298,3940,3614,4,1,4,4
0075f4a0-35d2-11f0-bd47-5ba1ac1edaca-1,S,6,1o,3,40,,1027,1054,86,,558,12,1697,1139,2,0,3,3
007680e0-49b1-11ef-8c41-057d3d498acb-1,S,12,1o,3,452,379,434,711,72,19,601,,1342,741,1,1,3,3
0078ec70-bc6f-11ed-ab3a-3dae179ba724-3,N,12,2o+,1,46,,2251,2297,42,,273,,2612,2339,1,0,1,1
00794f20-bc5b-11ee-b9d7-c5613c0c83ad-3,S,6,2o+,7,364,77,1262,1131,121,215,360,195,1996,1694,4,2,5,7
00795870-62b1-11ee-b4f1-bf514cf8c8ea-2,N,12,2o+,5,171,,1399,1536,274,,170,242,1940,1770,4,0,5,5
00795db0-0356-11f0-9038-01f7cdbb52ba-1,S,6,1o,3,278,699,324,742,238,184,521,83,1546,1025,2,1,3,3
00797060-6537-11ef-8e1e-fbef19a7d9a2-1,S,12,1o,10,259,456,1593,1498,216,136,865,186,3006,2142,6,5,7,10
007973b0-8fa5-11ef-b669-cb0f6567d643-1,S,12,1o,9,333,83,1265,1439,182,55,376,301,2009,1633,8,2,8,9
00798020-82cb-11f0-a43a-898706bd54a7-1,S,6,1o,3,167,,2033,2200,90,,339,290,2629,2290,3,0,3,3
007ab690-e283-11ef-bf83-b560d3803578-1,S,6,1o,5,278,1467,1244,1816,171,146,577,506,2593,2016,5,1,5,5
007b7200-bc5b-11ee-93b6-0fef6ca8e0f6-3,S,6,2o+,4,153,,1051,1166,277,,489,129,1862,1373,3,0,4,4
007c24f0-6efa-11ef-bf06-2ff1fb235796-1,N,12,1o,9,541,223,1355,1935,78,182,454,235,2540,2086,8,4,9,9
007cd420-064b-11f0-9839-ad596bb9736d-1,S,12,1o,2,150,,841,991,304,,443,128,1737,1294,2,0,2,2
007d4740-dda4-11ef-aa6c-73a5b55446ec-1,S,12,1o,9,412,,1550,1824,169,,457,458,2393,1937,6,0,9,9
007dcf10-7817-11ee-bbf8-ad5dd3ce424a-2,S,12,2o+,1,,,510,510,55,,13,,578,565,0,0,1,1
007e4050-204d-11f0-8478-e160bbadd169-1,N,6,1o,8,602,474,590,1488,93,105,349,165,1995,1646,8,5,8,8
007e4050-204d-11f0-8478-e160bbadd169-2,S,6,2o+,1,243,,1227,1470,77,,10,,1557,1547,1,0,1,1
007ebea0-f217-11ee-820c-2be2e2e34232-2,N,12,2o+,1,1186,1484,2676,5346,204,141,1570,12,7261,5691,1,1,1,1
007eda30-cd17-11ef-9ee5-058535b759ec-1,N,12,1o,5,227,414,1552,2028,152,191,750,186,3044,2294,5,3,5,5
007ffd60-9a04-11f0-b52c-13829dfe5791-1,N,6,1o,6,2981,4138,970,4641,145,54,34,,4829,4795,6,1,6,6
008045f0-ea04-11ef-a58f-5f86390c9d52-1,S,6,1o,11,251,236,1911,1940,206,95,333,377,2645,2312,7,2,10,11
008047e0-784c-11f0-a7bc-31c7e8fd495a-1,S,6,1o,2,216,,3755,3971,99,,753,70,4822,4069,2,0,2,2
00812bb0-7d01-11f0-9507-4f4226fbe121-1,S,6,1o,2,,,52,26,128,,18,,198,180,0,0,1,2
008318b0-90fa-11ef-b0ee-c7fe8a2ff826-1,S,12,1o,2,1630,,509,1324,213,,311,,1741,1431,1,0,2,2
00854c20-dc0f-11ee-a9a1-f3c5ab2bc48a-2,S,12,2o+,5,376,,2482,2858,860,,289,,4007,3718,5,0,5,5
00855d10-bc5b-11ee-bf3c-e3adf4167985-2,S,12,2o+,2,,,6,6,,,963,,969,6,0,0,2,2
008592b0-f4b0-11ef-911f-b39b869caee0-1,S,12,1o,1,147,,4655,4802,124,,816,,5742,4926,1,0,1,1
0085b630-6721-11f0-9720-87e9c8216fca-1,S,6,1o,2,449,,1950,2398,453,,410,,3261,2851,2,0,2,2
0085d730-4f64-11ef-a59a-c3bbd46ed3b3-2,S,6,2o+,10,725,156,2473,3157,164,161,561,59,3897,3337,9,2,10,10
0086ad50-7cd1-11ef-b007-abf0e3e45051-1,N,12,1o,5,405,187,1736,2216,109,18,1906,14,4235,2328,5,2,5,5
0086daa0-150d-11ee-861e-419ccab6d1e3-2,S,12,2o+,9,201,147,2547,2775,231,163,534,114,3587,3052,8,3,9,9
0087b010-bdfe-11ef-b8a1-71f540df31ca-1,N,12,1o,9,260,1373,2186,2751,91,464,522,190,3468,2946,9,2,9,9
0087eba0-8416-11f0-b8a8-45e9628c2d90-1,S,6,1o,12,258,476,1956,2531,77,172,469,1312,3191,2723,12,8,12,12
00885100-8703-11ef-8fa6-19abbef35b25-1,S,12,1o,7,246,176,1493,1550,129,174,908,268,2664,1954,7,1,6,7
00892a40-ba73-11f0-9424-9dc446cb1217-1,N,6,1o,3,159,1209,3958,4870,133,85,234,,5249,5015,2,2,3,3
0089edd0-9c2f-11ef-9bd7-9bd36cab5645-1,S,12,1o,5,92,127,1390,1452,260,119,567,193,2181,1615,2,1,5,5
008a3c30-f374-11ef-9406-8d0228495fed-1,N,12,1o,4,167,197,945,1260,232,56,1059,1537,2592,1533,4,3,4,4
008aaad0-bd91-11ef-a9b1-3db13de01ade-1,N,6,1o,1,2188,,1118,3306,82,,314,62,3702,3388,1,0,1,1
008aaad0-bd91-11ef-a9b1-3db13de01ade-2,S,6,2o+,3,184,,1157,1279,239,,556,133,1995,1439,2,0,3,3
008b2530-2b5c-11f0-975f-2315ea510019-1,S,6,1o,1,1452,213,491,2156,93,456,1141,9,3846,2705,1,1,1,1
008b8720-5da0-11f0-b79c-eb34febf8e6f-1,S,6,1o,3,120,,1635,1675,59,,429,334,2123,1694,1,0,3,3
008cff10-a3af-11f0-98a7-b77fd3a32d47-1,S,6,1o,1,141,304,1467,1912,56,97,494,,2559,2065,1,1,1,1
008d7b90-6bf0-11ef-9463-77299c5fc355-3,N,6,2o+,1,774,,992,1766,62,,1302,284,3130,1828,1,0,1,1
008d8e40-287f-11f0-8f65-89f28bc6b35d-1,N,6,1o,6,237,,1948,2146,141,,879,355,3142,2263,5,0,6,6
008d8e40-287f-11f0-8f65-89f28bc6b35d-2,N,6,2o+,3,325,303,1762,2180,65,77,489,189,2763,2274,2,2,3,3
008da5f0-2fd4-11ef-a03f-f9a6e0ab6344-1,N,12,1o,1,,,6,6,,,651,,657,6,0,0,1,1
008e02b0-64f4-11f0-8c22-4b4e6d213ca5-1,S,6,1o,2,1101,,1481,1291,180,,916,,3678,2762,1,0,1,2
008e1cf0-395d-11ef-9280-e596340b8404-1,S,12,1o,3,188,406,1883,2143,114,122,227,264,2487,2260,2,1,3,3
008e8d00-363a-11ef-b341-094fe29575d7-1,S,12,1o,2,493,,2639,3131,81,,264,,3476,3212,2,0,2,2
008ecad0-bc7c-11f0-a950-09fc449f58fb-1,S,6,1o,3,406,,1334,1604,121,,1121,,2846,1725,2,0,3,3
008ff540-1083-11f0-930c-b391c32ef5ab-1,N,12,1o,13,256,493,2171,2425,104,169,643,99,3177,2534,11,1,13,13
00911c70-76ba-11f0-93f3-ed4ab6dac769-1,N,6,1o,6,166,548,2560,3001,163,91,1928,23,5138,3210,6,3,6,6
00922a80-7ffc-11ef-bb16-c3bcf0fcd9d1-1,N,12,1o,19,329,414,2195,2586,72,188,405,161,3126,2878,18,9,18,19
009259c0-8e6f-11ef-ae30-759e1b537557-1,N,12,1o,9,429,151,1665,2049,89,105,416,263,2577,2162,7,3,9,9
00932870-d77e-11ef-8dfd-23cb94c6be22-1,N,12,1o,1,43,753,975,1771,261,489,264,,2785,2521,1,1,1,1
00934590-b983-11ee-8bbe-777e6d0e8a58-2,S,12,2o+,5,199,68,2332,2505,270,147,925,1713,3675,2750,4,1,5,5
0093bb90-e2d4-11ee-ab41-7f935b34ab64-4,N,6,2o+,4,118,1288,2018,2429,154,239,338,213,2941,2604,3,1,4,4
00941350-9ba8-11ef-b925-c95995604cd7-2,S,6,2o+,11,514,276,1599,1976,146,184,1240,583,3382,2142,7,2,11,11
00951d30-9b86-11ef-94ee-49c24e5cbb91-1,S,12,1o,5,26,,2175,2202,122,,218,248,2542,2324,5,0,5,5
00962340-e4f3-11ef-8e0e-591fbe7db223-1,N,12,1o,2,249,371,311,930,51,181,542,,1703,1161,2,2,2,2
00966f60-0bc0-11ef-987e-218b38a30294-3,N,6,2o+,2,,,7,7,,,999,,1006,7,0,0,2,2
00966f60-0bc0-11ef-987e-218b38a30294-4,N,6,2o+,8,156,633,9,108,52,298,595,,746,152,1,1,8,8
0096b330-7956-11f0-8215-1bcb3f8eb9c7-1,N,6,1o,3,269,,1664,1934,343,,960,,3236,2276,3,0,3,3
00971430-04dd-11f0-8beb-359feecaa02a-1,S,6,1o,6,765,308,2203,2891,129,58,415,48,3423,3008,5,1,6,6
00972970-5dac-11f0-8a83-85ab82e021c3-1,N,6,1o,4,593,403,775,1468,139,86,688,350,2316,1629,4,1,4,4
0097b7a0-71e0-11ee-aba0-b7a087553663-4,S,6,2o+,4,168,,1749,1917,104,,415,546,2436,2021,4,0,4,4
0097bd90-8acc-11ee-bafc-2be293fe16cb-2,S,12,2o+,3,396,,1599,1863,140,,705,177,2662,1956,2,0,3,3
0097dba0-83dc-11ee-9675-0d580e18fd48-2,S,12,2o+,13,247,407,1561,2014,82,103,422,118,2568,2146,9,9,13,13
00982a50-fbec-11ee-bbd3-6920daaa1794-3,N,6,2o+,4,60,54,389,463,316,107,769,554,1575,806,4,1,4,4
00988d10-d8e6-11ef-ba8b-1927ed683727-1,S,6,1o,6,158,366,1161,1379,120,196,992,259,2524,1532,6,1,6,6
00997bb0-45f8-11f0-9dbb-9f579265ec13-1,N,6,1o,1,,,8,8,,,599,,607,8,0,0,1,1
009a5200-738a-11f0-8561-df8b1250edbc-1,S,12,1o,1,216,,352,568,114,,205,,887,682,1,0,1,1
009a5af0-2aad-11f0-9191-8fc2b53f3eaf-1,S,6,1o,2,54,,1560,1614,475,,379,169,2467,2089,2,0,2,2
009b3c80-1f00-11f0-8ccf-ab7497e43afa-1,N,6,1o,2,172,402,3059,3633,84,68,688,332,4472,3784,2,2,2,2
009bce90-3007-11ef-a2d2-2d436b1378b0-1,N,12,1o,1,146,1356,996,2498,100,103,549,,3250,2701,1,1,1,1
009c02a0-2aef-11f0-ab13-192650038ca4-1,S,6,1o,5,19,,17,21,37,,818,100,846,28,1,0,5,5
009c43a0-9d54-11f0-b613-939b7d76affd-1,N,6,1o,6,319,,979,1192,111,,247,260,1513,1266,4,0,6,6
009ce770-7db9-11f0-8bbb-55f4336e1322-1,N,6,1o,8,561,537,734,1286,158,73,431,439,1862,1432,5,3,8,8
009d1ba0-f7cc-11ef-b3c2-131362e53c69-1,S,12,1o,1,20,1064,1031,2115,112,10,234,22,2471,2237,1,1,1,1
009d4bb0-6c40-11ef-8b7d-d520b912a6ef-1,N,12,1o,6,90,,454,166,133,,225,,790,565,1,0,2,6
009df730-79fb-11f0-a2b3-1b0dac912887-1,N,6,1o,3,137,,1845,1983,155,,1514,158,3651,2137,3,0,3,3
009e2880-dcae-11ef-a52b-b527a37e5bab-1,S,6,1o,3,1148,364,2504,3895,296,90,773,88,5024,4252,3,2,3,3
009e67c0-6bd6-11f0-ab85-f37e136cf9c9-1,N,6,1o,1,395,,2267,2662,53,,333,247,3048,2715,1,0,1,1
009e92a0-1fd6-11f0-9d4c-d1914cbec389-1,N,6,1o,3,123,,648,771,161,,687,108,1619,931,3,0,3,3
009efae0-a377-11f0-b061-e17079c004c6-1,S,6,1o,6,364,,515,757,126,,950,12,1792,841,4,0,6,6
009f0be0-d819-11ef-b356-bb65b74f8ef5-1,S,6,1o,3,180,,847,1027,2824,,282,117,4133,3852,3,0,3,3
00a05c80-bb07-11f0-943e-15716808809e-1,N,6,1o,1,1669,,357,2026,390,,1118,,3534,2416,1,0,1,1
00a114f0-3570-11ee-8e6a-d5019b45afa2-2,S,12,2o+,5,811,101,1151,1217,97,65,165,,2334,2169,3,2,3,5
00a127a0-b337-11f0-bd73-c7934c944570-1,N,6,1o,1,391,,2040,2431,79,,443,,2953,2510,1,0,1,1
00a15770-a1aa-11ee-aed5-07208fbbc0c3-2,N,12,2o+,5,613,,1666,2156,99,,549,81,2784,2235,4,0,5,5
00a1ba30-1602-11f0-80c2-a9173099e0cf-1,S,12,1o,6,131,,675,628,58,,948,125,1606,657,3,0,5,6
00a1da70-6b8e-11ef-83b1-f5b6e896042e-2,N,6,2o+,9,409,155,350,897,133,138,502,673,1655,1153,9,8,9,9
00a1da70-6b8e-11ef-83b1-f5b6e896042e-3,S,6,2o+,15,53,406,678,776,180,308,669,185,1603,934,5,3,15,15
00a3b770-fcba-11ee-b25f-5160ae95c182-2,N,12,2o+,6,2680,457,1484,4316,79,109,206,84,4637,4431,6,2,6,6
00a3f150-280f-11f0-9139-4d8fc723066b-1,N,6,1o,3,169,287,1204,1412,85,70,303,111,1794,1492,2,1,3,3
00a3f150-280f-11f0-9139-4d8fc723066b-2,N,6,2o+,3,440,,3872,4311,118,,563,315,4993,4429,3,0,3,3
00a484f0-2d9e-11f0-8b28-256f7cb2dec0-1,N,6,1o,9,309,177,1276,1605,164,132,348,162,2132,1784,9,1,9,9
00a484f0-2d9e-11f0-8b28-256f7cb2dec0-2,N,6,2o+,4,673,,848,1353,121,,345,122,1818,1474,3,0,4,4
00a4d980-e615-11ef-94ee-7b81567d76ad-1,S,12,1o,6,477,45,634,959,128,1191,285,328,1549,1264,4,1,6,6
00a4fbf0-d7f0-11ef-a104-a9d7095bde78-1,S,6,1o,4,759,,1182,1751,83,,267,162,2081,1813,3,0,4,4
00a6d600-0c0c-11f0-8741-9b81849b0b0c-1,N,12,1o,7,55,337,481,262,124,28,288,,951,663,1,1,3,7
00a7a450-a562-11f0-8201-09add8ed22e4-1,S,6,1o,6,472,,2224,2696,789,,356,4,3840,3484,6,0,6,6
00a7cd00-652f-11ef-9c0f-d1c46081cfbd-1,S,12,1o,4,152,466,1753,2138,75,235,389,421,2718,2330,4,2,4,4
00a892a0-f150-11ef-b25c-63a98bc04af1-1,N,12,1o,10,385,337,1603,2050,95,79,457,85,2616,2160,9,3,10,10
00a9e400-0ca0-11f0-a241-5df021ffb4ba-1,N,12,1o,5,392,718,969,1297,54,314,56525,167,57935,1783,3,2,4,5
00a9f3f0-6921-11ef-a6ba-1b61e4e3fd62-2,N,6,2o+,1,,,7,7,,,658,,665,7,0,0,1,1
00aa55a0-1af8-11f0-8313-91dc292b3cbf-1,S,12,1o,1,1443,74,317,1834,59,169,1645,7,3707,2062,1,1,1,1
00aa7560-8f67-11f0-a752-a778f6b15509-1,N,6,1o,4,67,,3470,3520,167,,350,10,3995,3645,3,0,4,4
00aac030-315b-11ef-967d-9721c4aade59-1,S,12,1o,7,3013,,992,3574,220,,263,330,4026,3763,6,0,7,7
00aaf9f0-f755-11ee-9d07-1f14c016ca68-2,N,12,2o+,3,556,107,2034,2626,183,42,367,272,3190,2823,3,1,3,3
00ab4a00-f37a-11ef-aa88-b96233015bff-1,S,12,1o,9,405,366,579,369,119,201,311,201,1499,1292,3,1,3,9
00ab5a90-993d-11f0-8027-ddcd875b244f-1,N,6,1o,12,453,1889,1286,2053,154,291,1024,116,3280,2256,12,2,12,12
00ac5e50-122d-11f0-b3d8-8db1ec7947e5-1,S,12,1o,7,180,,2231,2385,115,,1966,479,4450,2484,6,0,7,7
00ac69a0-3226-11ef-ac0d-798572d3fca1-1,S,12,1o,11,,,6,6,,,644,,650,6,0,0,11,11
00acc190-a1e1-11ef-9891-237b048bcba6-1,S,12,1o,8,582,864,2405,3130,271,234,677,162,4118,3441,7,2,8,8
00ace730-263c-11f0-aa61-fd04e8fbb836-1,N,12,1o,7,555,468,1571,2023,259,100,338,149,2824,2486,6,3,6,7
00acee60-e106-11ed-9f2d-81d95edbcbb2-3,N,12,2o+,3,152,4496,1947,3598,87,35,380,342,4077,3697,3,1,3,3
00ad80c0-5575-11ef-b300-3d2c13581517-1,N,12,1o,5,249,,793,1042,135,,272,,1392,1177,5,0,5,5
00ad9540-ef9b-11ef-986e-a59922547457-1,S,12,1o,6,65,,1728,1792,63,,308,181,2163,1855,6,0,6,6
00adae20-6c3a-11ef-9f58-ede16b7a15e4-2,N,6,2o+,4,129,507,843,1129,300,88,1110,177,2430,1321,1,2,4,4
00adcea0-b815-11f0-a09c-f9c6d38e6821-1,N,6,1o,5,653,,2571,3224,257,,190,114,3671,3481,5,0,5,5
00ae9280-a8d3-11ed-b921-1f9d7fb1138f-3,S,12,2o+,11,446,88,2119,2582,109,308,298,351,3045,2746,11,2,11,11
00aed3b0-2f97-11f0-aa24-b3b383396846-1,S,6,1o,14,411,829,1774,2541,56,196,529,869,3222,2693,10,8,14,14
00aed5a0-2fec-11ef-a61c-fdb28172a17f-2,S,6,2o+,2,,,7,7,,,722,,728,7,0,0,2,2
00af1f00-a996-11ef-aaaa-73f197963d51-1,S,12,1o,5,266,453,1240,640,219,879,432,58,2580,2148,1,1,2,5
00afb7d0-8109-11f0-983f-754a4542fc5e-1,S,6,1o,2,96,81,2310,2446,207,61,623,7,3306,2684,2,1,2,2
00b0d4a0-c42b-11ed-a7b9-916b6ab1bed2-3,N,12,2o+,8,247,30,1625,1610,108,198,822,78,2565,1743,6,1,7,8
00b0f8e0-8a32-11ee-b9e6-9daf13fe3756-4,N,6,2o+,4,306,340,1349,1910,78,114,951,339,3025,2074,4,3,4,4
00b0fcc0-1db1-11ee-8644-0187158fadd7-4,N,6,2o+,5,828,325,2341,3162,64,116,509,148,3831,3322,3,5,5,5
00b0fcc0-1db1-11ee-8644-0187158fadd7-5,N,6,2o+,5,461,167,1483,1952,137,124,520,116,2656,2136,4,3,5,5
00b10d80-ba87-11f0-8fa1-499f99ad5045-1,S,6,1o,1,182,227,1312,1721,182,67,679,,2649,1970,1,1,1,1
00b1f8a0-d80e-11ef-8aca-755d80083840-1,S,12,1o,4,62,,876,938,223,,233,101,1394,1161,4,0,4,4
00b238b0-e548-11ee-b137-6b69deb23f9e-2,S,12,2o+,14,367,190,823,935,104,70,296,,1357,1061,6,1,13,14
00b34470-2b4d-11f0-83ac-6f426561a1a5-1,S,12,1o,10,304,,1500,1712,157,,276,53,2098,1823,7,0,10,10
00b43380-a580-11ed-9849-1d81bab6f818-3,N,12,2o+,18,256,1258,2736,3354,81,193,861,173,4339,3478,14,6,18,18
00b4bc10-3a3f-11ef-baf7-e1af4feb991f-1,N,12,1o,4,456,465,1149,1721,81,122,223,,2055,1833,4,1,4,4
00b543e0-0ffc-11f0-93ba-415802127f41-1,S,12,1o,5,539,990,2346,2759,310,106,548,184,3575,3028,2,1,5,5
00b54630-0c12-11f0-a663-235e8bd4259d-1,N,6,1o,11,552,48,1651,1857,167,14,253,111,2500,2100,7,1,10,11
00b54630-0c12-11f0-a663-235e8bd4259d-2,S,6,2o+,3,506,,495,1001,98,,1309,,2408,1099,3,0,3,3
00b5cac0-ceae-11ef-b6a2-47ce7b60e7d3-1,S,6,1o,5,,,6,6,,,699,,705,6,0,0,5,5
00b60f90-3be0-11f0-9e9c-93b5a52f83cd-1,S,6,1o,2,877,183,1554,2523,122,79,375,7,3059,2684,2,1,2,2
00b68a00-ea79-11ef-9047-fb2a236a381e-1,S,12,1o,7,154,163,798,432,77,104,893,117,2022,1129,2,2,3,7
00b7c600-7925-11f0-82ce-037ad7adb830-1,N,6,1o,5,,,1091,1091,165,,88,,1311,1223,0,0,5,5
00b85560-f938-11ef-9370-11b6f36718c1-1,S,6,1o,2,202,,819,920,112,,137,863,1112,976,1,0,2,2
00b971c0-31aa-11f0-892f-05e8757cba8c-1,N,6,1o,8,484,269,766,1284,234,390,644,580,2210,1566,8,1,8,8
00b98910-55a8-11ee-b148-db3cc7eef424-4,N,6,2o+,5,274,126,1070,1340,293,273,524,166,2207,1683,4,2,5,5
00b98910-55a8-11ee-b148-db3cc7eef424-5,N,6,2o+,3,239,,2091,2331,82,,345,,2757,2412,3,0,3,3
00ba2a10-82b4-11f0-891d-49c9f333d689-1,S,6,1o,1,194,,1883,2077,586,,477,,3140,2663,1,0,1,1
00ba5d20-5fa9-11ef-b47f-1b0ae2c15000-2,N,6,2o+,2,,,6,6,,,143,,149,6,0,0,2,2
00ba5d20-5fa9-11ef-b47f-1b0ae2c15000-3,S,6,2o+,3,,,8,8,,,283,,291,8,0,0,3,3
00bacd80-42b9-11ef-be7c-d5384fdccfe2-1,S,12,1o,14,199,94,1301,1507,121,229,545,804,2190,1644,14,1,14,14
00bacfc0-0a36-11f0-a0c4-d1f19b3adeb0-1,N,6,1o,3,47,,1234,1265,50,,587,43,1885,1298,2,0,3,3
00bb27e0-32f0-11ef-ba08-a52d7509801d-1,S,12,1o,5,3708,406,1060,1883,90,230,492,114,2439,1947,1,1,5,5
00bba750-3ba7-11ef-8351-6946f2104301-1,N,12,1o,9,394,323,673,1123,212,130,402,285,1748,1346,7,4,9,9
00bbabb0-d594-11ef-bfe2-5d6d3f471428-1,S,12,1o,7,164,215,1974,2207,338,72,597,311,3125,2527,6,3,7,7
00bc2a30-9ba7-11ef-98a7-b9b66cfecb64-1,S,12,1o,3,277,,232,509,59,,1738,7,2306,568,3,0,3,3
00bc7960-519a-11ef-9000-c1be348198cb-1,N,12,1o,1,21,303,837,1161,1335,123,589,,3208,2619,1,1,1,1
00bc8500-0a58-11f0-acc2-8df7e155397a-1,N,6,1o,6,116,,4063,4140,222,,1856,97,6218,4362,4,0,6,6
00be73c0-b3c7-11ef-b1b1-c321a28b201a-1,N,12,1o,3,476,66,721,1219,80,73,292,220,1616,1324,3,1,3,3
00be8e50-6c4b-11ef-9c8f-57cbe07da58b-1,N,12,1o,2,,,6,6,,,355,,361,6,0,0,2,2
00bea330-43c4-11f0-864e-5ff244806558-1,S,6,1o,7,254,216,1516,1832,85,491,938,119,2995,2057,7,2,7,7
00bec910-ce7a-11ef-ac4d-f5da5a31385e-1,S,12,1o,1,,,,0,,,,,,,0,0,0,1
00bf76f0-33f4-11f0-bf35-93ad027facdf-1,S,6,1o,12,,,20,7,,,189,,210,20,0,0,4,12
00bf8ee0-2299-11f0-a61b-cd99d8fc26f4-1,S,6,1o,1,60,79,1857,1996,97,34,602,,2729,2127,1,1,1,1
00c021e0-51a5-11ef-b70a-8508bdde3cab-1,S,12,1o,16,430,199,1389,1686,134,189,509,199,2478,1969,12,5,15,16
00c191b0-2c10-11f0-a11d-e191ad6679bd-1,N,6,1o,3,537,,3343,3880,141,,644,177,4665,4021,3,0,3,3
00c2cc10-2a06-11ed-891f-09d1a5f67f4e-3,N,12,2o+,4,576,187,985,1511,3680,192,266,297,4632,4366,3,2,4,4
00c2d170-76d3-11f0-87e9-a353c332af04-1,N,6,1o,4,,,3720,3720,148,,194,,4024,3831,0,0,4,4
00c3b480-ed5a-11ef-bf76-7fb35ed94601-1,S,6,1o,1,,,7,7,,,960,,967,7,0,0,1,1
00c51900-212c-11f0-b3a1-e366a22e900b-1,S,12,1o,1,369,,985,1354,221,,315,,1890,1575,1,0,1,1
00c53aa0-10c6-11f0-967d-97cc27af528c-1,S,6,1o,5,1155,,2933,3856,156,,894,72,4875,3981,4,0,5,5
00c56b40-097f-11f0-a4ad-b1539474ffe5-1,S,12,1o,3,176,,3012,3071,278,,640,92,3896,3256,1,0,3,3
00c56b60-7d27-11f0-96ec-a526ee58fcb8-1,S,6,1o,1,45,,1590,1635,459,,495,,2589,2094,1,0,1,1
00c57910-393b-11ef-a83e-fdc528e73a43-1,N,12,1o,3,841,,2108,2949,245,,296,40,3491,3194,3,0,3,3
00c60a10-d1b1-11ef-b3fa-a12a1d0fa6a4-1,N,6,1o,5,72,520,1626,1863,96,208,376,249,2364,1987,2,2,5,5
00c60a10-d1b1-11ef-b3fa-a12a1d0fa6a4-2,N,6,2o+,1,589,,178,767,137,,1343,,2247,904,1,0,1,1
00c622c0-ab4a-11f0-8e6d-037145453550-1,N,6,1o,10,194,,2186,2341,116,,219,285,2632,2434,8,0,10,10
00c743a0-abea-11ee-82e7-b35e51dd3e57-4,N,6,2o+,1,70,,1875,1945,85,,998,,3028,2030,1,0,1,1
00c7a310-a543-11ef-a638-b786826bd04f-1,S,12,1o,9,90,,659,689,73,,529,112,1243,714,3,0,9,9
00c85480-f030-11ef-a481-d74e7cac807d-1,S,6,1o,3,216,277,2217,2710,119,125,992,,3947,2954,3,3,3,3
00c8e000-8efd-11f0-b58d-6bb4deaf07e6-1,N,6,1o,1,,407,1969,2376,298,27,796,15,3497,2701,0,1,1,1
00cb7b50-9801-11f0-87ce-c98ff3c7e8a3-1,S,12,1o,1,17,,552,569,170,,560,524,1299,739,1,0,1,1
